"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"BIOCARTA_FLUMAZENIL_PATHWAY",0.762438700551544,0.0816404175601552,5.92267432841028e-13,0.168195659233246,0.00176506840314742,9.8415353237039e-24,0.00217932800430931,0.726381884938008,0.220718907531864,1.12344222125892e-07,1.84813190632898e-19,0.085298973088125,2.55370050079397e-05,0.000162495169680603,0.581712137594082,0.0011452739989477
"BIOCARTA_FOSB_PATHWAY",0.559172666077252,0.267335937888666,5.77433360475135e-11,0.787593392330531,0.000824077517061259,0.0136525357907633,0.0312228358164799,0.520296643600138,0.0797832958370435,8.5905262791705e-08,1.76529857073016e-28,0.877390532752263,0.0029227997244656,0.266221804282632,0.0247704346483136,2.25407684641761e-07
"BIOCARTA_GABA_PATHWAY",0.956947780880751,0.0258963370855472,3.8067516306902e-16,0.0575824292461205,0.000214505011504019,3.14095545141718e-32,0.000130651023974276,0.212156469995508,0.0221762983245324,1.72042493694266e-09,3.36819298300858e-28,0.125631013221714,0.000364151642221255,0.00140230789595663,0.512620465511501,1.99215851513135e-07
"BIOCARTA_GRANULOCYTES_PATHWAY",0.0557282930766202,0.636497507153579,0.130503042637687,0.00120913796209601,0.152094831531513,0.00070833161992923,0.205861581125494,0.458784886211767,0.471944177499582,0.332502079990526,0.92126339937161,0.320240355077613,0.0037888429224318,0.000852342535146862,0.157895767626825,0.77602504865046
"BIOCARTA_IL17_PATHWAY",0.00727868260170667,0.698112012851437,0.0324111889085216,0.86668536427833,0.589400449312261,0.22375251436299,0.451517430458632,0.214543550423181,0.266943611357089,0.300704583181441,0.228614290618966,0.681369035727768,9.89810335747357e-06,0.000640250904037931,0.8822876107055,0.227253915712791
"BIOCARTA_ION_PATHWAY",0.606256803711701,0.0068593996231635,3.73878830797495e-14,0.0104258882694391,0.000348472651630097,0.00222029304552944,0.000416526631189901,0.0826762087984221,0.0387065057554296,8.4713580517109e-08,7.46799153456703e-26,0.252856711073753,0.841964436775073,0.00920510951427079,0.72473749443567,5.88124760592101e-13
"BIOCARTA_LYMPHOCYTE_PATHWAY",0.0964406677145663,0.910377521831745,0.00717655287372886,0.00685045929511371,0.24483002129004,0.000531202504736019,0.232625905215036,0.406818035479038,0.492441413234098,0.44498831143352,0.662889323649979,0.705140271714204,0.00256193098017345,0.000412071657907154,0.262783271992316,0.841460870179779
"BIOCARTA_LYM_PATHWAY",0.0598721752014672,0.512889491297864,0.214784215584813,0.0324626515582688,0.231215445376772,0.000339780836671264,0.327999277324621,0.227841842606564,0.242976516988564,0.445826858121123,0.874337355389928,0.293401791628254,0.00145517405494929,0.000366232449368155,0.298489702700515,0.984938000548491
"BIOCARTA_MONOCYTE_PATHWAY",0.158634690359192,0.904112244234191,0.0112931560345942,0.000546720738415231,0.0798192667149375,0.000170243840247697,0.139362261427473,0.590375743250806,0.681446769057671,0.149596443905254,0.91153620638128,0.598344421233622,0.00287512596708456,0.000400410040267057,0.19512393563532,0.93022465603816
"BIOCARTA_NEUTROPHIL_PATHWAY",0.0863891459965092,0.849459668047982,0.0342322568647803,0.00262460020181282,0.203077259439606,0.000735359084922086,0.252625943411102,0.447838817036743,0.504158341215318,0.465302080989447,0.482623588049011,0.750765492271329,0.00263763546545223,0.000555517252104881,0.162565186278694,0.826121333442871
"BIOCARTA_NKT_PATHWAY",0.0545603295402708,0.842546145719361,0.489784349938097,0.0930477337874169,0.671790636621525,0.00326982553882794,0.160767803561037,0.442070536235291,0.539165102277399,0.988840332561425,0.0137139269536725,0.791793241305993,3.91551598517856e-06,7.08049585062233e-05,0.648572050375562,0.966559360078366
"BIOCARTA_NO2IL12_PATHWAY",0.0120531265762877,0.688495784760677,8.34185545708155e-05,0.0444833540616242,0.678518188309109,0.122893897472227,0.0354631726375464,0.930396023956553,0.86197451070705,0.482029390903559,0.309040057119456,0.44159338866754,0.00065107812020247,0.0022782411628962,0.0891016338766169,0.0402434576427677
"BIOCARTA_NOS1_PATHWAY",0.925937470757261,0.113193005133595,4.93537376145238e-12,0.668059729409036,0.00522092335380336,0.0392604181691416,0.00456483427824594,0.642141845443253,0.208978027032023,6.06097045146139e-07,2.93086181080801e-23,0.200756885416881,0.0285116987302825,0.000151084258454542,0.138464673968509,2.20676164618264e-05
"BIOCARTA_P35ALZHEIMERS_PATHWAY",0.909752656163527,0.0248125638688145,7.01268691471489e-19,0.0328233246625135,0.0121441166945328,0.027943761970779,0.000147627755310035,0.169961899387142,0.0114665950205901,0.000920059126038311,2.5709305201481e-15,0.091044986614662,0.101208797965616,0.184422837551117,0.000451323837431295,2.22562876245019e-05
"BIOCARTA_PARKIN_PATHWAY",0.68864159458353,0.00538375953827838,4.94437238480985e-18,0.00284958846215402,0.00177930899074263,0.0854584757404423,1.9285061705577e-05,0.0158858914381768,0.000602316169945456,1.08637757769442e-06,1.10562112862441e-23,0.479997674589566,7.3666173405523e-07,0.0151996718898361,0.682034427305672,2.61979575915215e-09
"BIOCARTA_PDZS_PATHWAY",0.961793798481112,0.00348030829098925,2.30782333684901e-21,0.00611526821014111,3.9497436772553e-05,2.61891469582977e-19,3.16822165740394e-05,0.144505164377295,0.0359243242960867,9.32472501736112e-06,1.07126230598778e-22,0.921552310956075,1.63768602402637e-05,2.86359594779106e-07,0.0497434447140202,5.59601098300249e-09
"BIOCARTA_PELP1_PATHWAY",0.796202036339715,0.0836852564631983,4.54083048703201e-10,0.0838172767145818,0.161050959242687,0.56222425117123,0.0326832362565131,0.491197409468469,0.123313297676052,0.0362260539575745,6.77450003363601e-15,0.00914947255988078,0.113517918045786,0.320801539907919,0.884862304681575,1.04257641755378e-05
"BIOCARTA_PLATELETAPP_PATHWAY",0.322947987683877,0.00150100763001385,1.85125364013878e-16,0.186417600741096,0.957277397483057,0.0186163410123371,0.0681668818080155,0.0287937366181513,0.0535484271583346,0.119528907558637,2.4466037572101e-09,0.00881886303588764,2.85547313934318e-06,1.09521917687357e-05,0.0858932954469438,1.49161476901745e-08
"BIOCARTA_PLCD_PATHWAY",0.432753532991965,0.000487081940638092,5.40743496653512e-20,0.0018690403286277,0.000108574794706837,0.0224069374175381,0.00022153239542243,0.0475149191878532,0.00876726941034201,1.10279590079255e-06,5.41038167223341e-21,0.662828194497328,0.375284038718146,0.0581429490390103,0.146356343532496,8.17149832006443e-14
"BIOCARTA_PRION_PATHWAY",0.281053091808436,0.00330763462340332,3.00870562105986e-22,0.00889424106463707,0.00174229107929434,0.000907628465933444,0.0003729226830586,0.109029751228544,0.0143253953281902,0.000478273996838096,7.97109489899333e-32,0.8542977940032,1.84893964888164e-11,0.0106110846157211,0.871669200772492,2.79475428423176e-14
"BIOCARTA_RACC_PATHWAY",0.94014394937564,0.0609274520997331,1.58959789600393e-14,0.736297446171148,0.0291273481644208,3.89572416426533e-16,0.0196086489467057,0.835800636988437,0.284687515224118,1.01652942004922e-05,1.39956221523856e-22,0.436267691269761,0.000755434911173899,0.866183455319225,0.388601233382597,1.381542715202e-05
"BIOCARTA_REELIN_PATHWAY",0.955201303430878,0.0133790021428408,5.79047682476058e-19,0.884037287165155,0.569526646895006,0.991045083186812,0.0999600946051519,0.266037585038464,0.0348477731352981,0.0128657102631912,4.07487856395433e-36,0.151674171050705,8.63478435451166e-06,0.00458398573456528,0.215653751701031,6.25228979955124e-07
"BIOCARTA_RHODOPSIN_PATHWAY",0.00018452056711438,2.7255837730718e-29,4.21495228530878e-96,1.16304881143654e-65,1.31233107033269e-60,5.80681022442475e-62,3.31946377010397e-51,7.50768468361721e-48,9.80032957092191e-10,3.96314047188347e-78,5.15705536334548e-53,0.533306247390689,3.74990759614322e-90,3.34314299565739e-67,0.532657119331824,1.01202230628704e-11
"BIOCARTA_TCAPOPTOSIS_PATHWAY",0.0227197628707472,0.489305213422133,2.0281326657123e-05,0.0339205877155411,0.570977340578411,0.0425490822378821,0.0264299515815993,0.955472598761114,0.790251683414698,0.58091478808451,0.31346243860426,0.150622924952337,0.00020319631718869,0.0012058182547985,0.119891074315132,0.0926320490379381
"BIOCARTA_TCRA_PATHWAY",0.0366152674522293,0.698613484160372,0.00244328951045284,0.0134728296756695,0.400633354177741,0.0308974092423133,0.0113999014675342,0.683658433808583,0.686248311177526,0.592342719006879,0.651510021015041,0.365722036813897,2.61526442293499e-11,6.9802029673209e-05,0.0228240436605216,0.329240194920468
"BIOCARTA_TCYTOTOXIC_PATHWAY",0.0229065617290501,0.583670049334597,0.00017800749050895,0.000695545024369025,0.175341996183727,0.0194113810719729,0.00493037773728758,0.8069104764888,0.775235497070585,0.790211700844337,0.0878666608613365,0.549715689752992,0.00043760578605178,0.000780396934288826,0.181006235515649,0.160099817476119
"BIOCARTA_THELPER_PATHWAY",0.0278412412985721,0.593866447194598,0.000225955113277447,0.001300254976232,0.265614544101247,0.0116744194115643,0.00904665803543254,0.922634231174281,0.861049735836482,0.715441489702378,0.0719668024018377,0.474552892819366,0.000523947184396928,0.000608192243770427,0.160928974185456,0.232352552712508
"BIOCARTA_TUBBY_PATHWAY",0.935805488395975,0.0342890360681771,8.13820378864549e-12,0.439554191501794,0.316127093226368,4.51016676534478e-07,0.123641141363946,0.802214967680114,0.456714196636633,0.00114820758136201,6.13935178626437e-20,0.219679781634578,0.00437336082378543,0.00438024133824947,0.434802969403039,0.00512142680862538
"BIOCARTA_VITCB_PATHWAY",0.162428055615293,3.0703201906223e-05,6.88898547894549e-29,9.03235880651875e-10,0.000820307421487652,0.00210672483195618,7.84087386071491e-05,5.98672446809558e-06,0.00040421047369615,0.00875075701760487,6.98422006938446e-23,0.566641044585019,7.13034277155124e-05,9.74939749590815e-07,0.128054219929033,9.69627627587232e-26
"BIOCARTA_VOBESITY_PATHWAY",0.9305865585483,0.539595654564585,0.122298720737497,7.11795923812892e-13,1.65988639193518e-11,1.46895834786268e-06,1.74397290616634e-06,0.00476560082196751,0.00258178099863883,4.92970881990217e-10,0.988116579500299,0.401386706698505,0.74743055586648,0.190533763981564,1.85753122725555e-08,2.14097396094593e-08
"BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN",0.351203970106637,0.00842306979217072,1.08907618374927e-21,0.0830999663288276,0.0788872869016921,0.0541081372260024,0.0041697395574999,0.286945666100492,0.0216841195773112,0.0210145560891395,8.14804899848694e-15,0.0273019287627791,6.72884502467247e-07,0.00837300884357335,0.144907287393846,0.000179081987447199
"BROWNE_HCMV_INFECTION_1HR_UP",0.522833155257551,0.000570835561332621,2.94931973810403e-26,0.00151448073002864,0.000236972879043143,0.000103535693132974,3.00422063144119e-05,0.00818418053181306,0.000354099158639385,2.58303382945244e-05,5.16591759846754e-34,0.0315502939321073,0.798186551711365,0.146897604076924,0.819166335385863,1.50156734118403e-21
"BRUNEAU_HEART_GREAT_VESSELS_AND_VALVULOGENESIS",0.278546418087988,0.00010759806609105,1.89416260830181e-24,0.00370425956077275,0.0320284571975623,0.745261371437839,0.00465717467209683,7.42330271642285e-05,0.000132067066312042,0.030389663318526,1.32430158798629e-38,0.722923165895192,0.0235664823102597,0.137859834952723,0.264877541730656,3.79208831336235e-14
"CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP",0.132608011100931,6.70296321543971e-05,9.19508649909289e-29,2.5342584976472e-12,7.86046803909555e-05,8.48265350649047e-05,2.43450800337416e-07,1.33467377218747e-05,8.32458772677194e-05,0.000846634443907645,6.1550107437761e-30,0.756861529343344,0.00202171659057787,0.000365187251671567,0.593380230939358,8.53344934897404e-22
"CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_DN",0.394419603789869,0.00481545580747067,1.9184449531659e-19,0.00363967227324544,0.0393592879466988,0.297790440273279,0.00032251541090944,0.0152473162075348,0.0104456782347458,0.673951639921826,1.49943532768669e-15,0.00315278364199078,0.876958820828355,0.395070451569873,0.180106481129421,1.19393042546023e-16
"CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY",0.600827387233823,0.00275937839490843,2.96504767876431e-24,0.000787588038336012,7.78274526616139e-05,0.000327505732217379,5.93059414474094e-05,0.0332794158023706,0.00200516239557159,5.46335274654921e-07,9.23641397484281e-30,0.163313841927292,0.589736123165623,0.296469677849356,0.43443875157031,1.86172332847508e-14
"CERVERA_SDHB_TARGETS_1_DN",0.501284337369225,0.00197468765399667,2.77883721133617e-20,0.320420702532384,0.036765928043973,0.254143113583013,0.00672277233990896,0.307517577800273,0.11587757105274,0.0113742742818208,5.11797106314213e-23,0.943170034261283,2.03221896989672e-06,9.05842135099842e-05,0.627739727720067,6.23550653011117e-08
"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN",0.195503798717907,3.2326494706498e-06,2.39326210073354e-25,2.65605776465906e-31,5.64641556232189e-11,5.11444741170406e-14,1.49978657899124e-10,1.6795894410867e-09,0.000135015921076359,0.000320968449473803,1.92474151746715e-14,0.769125173935587,3.96535499873772e-08,9.91794374482833e-05,0.12805668800204,2.14120534568957e-11
"CHEN_HOXA5_TARGETS_6HR_DN",0.507049284122343,0.74711706813056,0.0634250247510631,0.931970663313088,0.127723832701725,0.942404895209892,0.369055483822459,0.729163434696671,0.572002874981569,0.427020662591939,0.0112869630121567,0.00151971557387427,0.00547083092299359,0.14998635417903,0.0372957202478293,0.373215757063897
"CHESLER_BRAIN_D6MIT150_QTL_CIS",0.248194664779432,2.43688538071863e-06,2.44967075800954e-36,7.87939842558229e-09,6.37104244171097e-10,7.74881017207986e-05,1.15669940326654e-07,4.13339635739557e-08,1.36419583625351e-05,3.08874711552727e-13,4.79594013176863e-59,0.884791787487031,0.0552513314649156,0.022990738514845,0.11988235651343,3.38466782401019e-19
"CHESLER_BRAIN_D6MIT150_QTL_TRANS",0.806388533828566,0.00146642628689316,5.10743675004974e-28,0.00355217513392613,2.12731101231474e-05,2.40023525895448e-07,8.45573439382843e-06,0.00978547762416127,0.00203704294429274,2.29364731615154e-12,8.79289349035176e-51,0.201690419958833,0.111433479962304,0.0242387330128178,0.842343229808496,2.13309837567414e-11
"CHESLER_BRAIN_HIGHEST_EXPRESSION",0.638857074871082,0.0040863738109436,6.46390076802887e-24,0.00703624093886307,3.48977690951306e-05,0.000271282711290591,1.06875491010847e-05,0.0664328230851177,0.00799647276188952,3.78901953957648e-08,2.7215116070428e-31,0.355376275381641,0.022333600235998,0.0206663639327059,0.209525779074335,6.48565344872e-11
"CHOI_ATL_ACUTE_STAGE",0.578662874616547,5.54766665490485e-05,4.40085237283469e-28,8.06495927005125e-07,2.35010188082266e-05,1.24953212471157e-06,5.4775886200444e-07,0.000302227727607073,0.000782049577576476,2.24686328888789e-06,7.6157352387329e-34,0.100045226611339,3.07528667102384e-06,0.000335670228501369,0.2265556467963,8.42659105215906e-31
"CLIMENT_BREAST_CANCER_COPY_NUMBER_UP",0.400678326704948,0.000520976337114093,6.79627692010501e-26,0.000120723160495645,0.000868099765844292,0.00194794446612223,3.2009400196472e-05,0.0141031061892035,0.00202694175017144,0.00373164271911947,6.12534399797321e-21,0.00468092063673144,9.71528123268412e-05,0.00495758604621247,0.0159477289198663,1.25080558728127e-16
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP",0.445107696609206,0.000812750466477047,8.64964953009798e-25,0.0618052005914536,0.00511619313102136,0.792666212339797,0.000512090533640777,0.0304520568152509,0.00430463463092691,7.65738065568834e-05,9.0619880126612e-32,0.448342501825352,2.36056349797577e-05,0.00350905561421026,0.0193343820607979,3.49975375160874e-11
"CONRAD_STEM_CELL",0.241262709118713,0.00127416396852103,1.03791475493123e-33,5.47002084582936e-15,0.00130275712700477,8.50953348941965e-05,1.68848239522053e-07,0.00145347040186507,0.000322272799994977,0.00355511946409106,4.40212398834337e-09,0.767755630591569,0.000791036445641938,0.00624693812628021,0.00263425736079925,1.23920327829041e-10
"DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP",0.418863395742602,0.00779256305183916,1.35711627701599e-22,0.0129350705701962,0.010590202717512,0.257261016945932,0.000159859851505969,0.0243261942426426,0.00413272810426243,0.00185048426831325,2.28018808131651e-22,0.00598436153193934,0.798194030251003,0.117241725302371,0.0108227791771511,7.92743030885409e-16
"DASU_IL6_SIGNALING_DN",0.226608012057608,0.000451284725104533,1.54950877234648e-18,4.74314175091974e-13,0.000175469522731713,0.00183503117007068,1.51304665965192e-06,6.09728582049273e-05,0.000183367989144238,0.115101321641442,7.43796860270353e-10,0.0104465320282655,0.0134532363996654,0.08158613150165,0.0697874112961789,1.98903885102062e-28
"DASU_IL6_SIGNALING_SCAR_DN",0.115579240891592,0.00454568189525543,1.58483269147879e-16,0.00032587664161259,0.0826348679001172,0.052886646039814,0.00207090103845622,0.000760531711228491,0.000310446494791885,0.610960311180222,1.49803665522092e-09,0.00868511058961363,7.5416769737652e-07,0.00383819764901008,0.587339438696984,3.52923462795587e-14
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP",0.408677966159773,0.00321244977415641,4.98750786771742e-24,0.021167061918764,0.0148544230229397,0.0011961076135793,0.000248994060619705,0.010856175848581,0.002539029741529,0.00761963351340488,3.69562603269481e-28,0.217613440918051,0.135475940762835,0.0425684276155217,0.408463244611946,4.57626290198074e-21
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN",0.560316180161619,0.00115366949771817,1.08921768787173e-20,0.0011878261332529,0.000464295408407073,5.44333128153412e-06,0.000106999268064031,0.02631065637616,0.0178756719795521,0.00296128373843121,3.48565846493832e-17,0.0461024328406127,8.29202324532338e-11,0.000155008648689451,0.0181611303985485,8.61629011877378e-21
