"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"BIOCARTA_BARR_MAPK_PATHWAY",-0.0888344709414399,-0.531300897514561,-0.755011946075922,0.218702163208143,-0.16818651743326,-0.156744796481713,-0.319990450738927,-0.0251902589722173,-0.243849149976628,-0.432121151383938,-0.555489912706043,-0.0380593316512225,-0.430067038877735,-0.482622843992701,-0.182674969463723,0.194566582532743
"BIOCARTA_BBCELL_PATHWAY",-1.14054436827141,-0.155629194237006,0.0162896305570381,0.304479248998552,0.137716266502889,1.31259073460643,0.195877549801961,-0.182465105943328,-0.258990503028394,0.154191413378101,-0.0102307841735731,-0.064160200189181,2.1535526991013,1.77767861620715,-0.479426316440108,0.0281077345577261
"BIOCARTA_BLYMPHOCYTE_PATHWAY",-1.2718989134297,-0.16952127523366,0.0632631880827779,0.364774815927642,0.223668457474141,1.49387105419948,0.295623437271378,-0.175270511925105,-0.238280235101743,0.171911951927726,-0.0110654462860174,-0.0165004474516381,2.31341883068027,2.07512809089884,-0.483395440790723,0.0133687080125835
"BIOCARTA_BOTULIN_PATHWAY",0.141854750393258,-0.646742509594551,-1.030878595259,-0.23712478181285,-1.00529518361664,-1.35308241689953,-0.795902891473171,-0.184616517456863,-0.448799214117233,-1.27595262434018,-0.965813540412655,-0.256178298207942,-1.46701295873024,-1.58538321118516,-0.375580783072282,0.448304170105919
"BIOCARTA_CDK5_PATHWAY",-0.300600786171675,-0.359213379274748,-0.509633930325617,-0.106771474882099,-0.235491387215186,0.0781294223128173,-0.328415352526923,-0.167129396180332,-0.297533056316833,-0.245652664923353,-0.314464412773422,0.0816490967105965,-0.263781729809211,-0.326402637571822,0.100462985965392,0.151707796540145
"BIOCARTA_CELL2CELL_PATHWAY",0.109921816014014,-0.421568191021692,-0.660287819297277,0.00874652791904218,-0.109130938165314,-0.0250851481346066,-0.374616744610969,0.091742895823387,-0.0860492406467994,0.0792408292909377,-0.133894724966844,0.188365559042958,-0.423199169875775,-0.294599720154527,-0.126055751844787,0.106307248831957
"BIOCARTA_CREM_PATHWAY",-0.435644590964864,-0.948680601568426,-1.21512817355628,-0.485130587637384,-0.486908555911582,-0.674712215734043,-0.636604965934849,-0.415160838872938,-0.519942399457498,-0.562048277817967,-0.749541269061064,-0.15228210890377,-0.725347449344071,-0.843423684175132,0.0369981335797522,0.413722995327553
"BIOCARTA_CTLA4_PATHWAY",-0.997220879648636,0.0836943096463942,0.293778632652807,0.386283131721548,0.171085881554942,1.01954278228856,0.410126499217034,-0.0199366149050633,-0.0653260277201158,0.0950130610669788,-0.013151480374674,-0.141070567261019,1.70503533511586,1.52954024548103,-0.437960219010554,-0.0633602710401613
"BIOCARTA_CTL_PATHWAY",-0.870756669659914,0.200477964841515,0.444872596917558,0.230006789635111,-0.0159223742781842,1.36305743611602,0.266940646934247,-0.0507918690374547,-0.0311315109712078,0.0400058692440775,0.0648688391598062,-0.11538335574273,1.322951939692,1.51740915491055,-0.258421888470299,-0.136997110334242
"BIOCARTA_DC_PATHWAY",-0.954889575341644,0.0361292442146617,0.248476728243605,0.552690615503481,0.488276900614907,1.64846143734886,0.413467862750007,0.0645313643869128,0.00587243317743802,0.287977552568262,-0.0133314989250555,0.015279840865928,1.5672989092837,1.98551742014697,-0.111806185533604,-0.17843174850778
"BIOCARTA_EOSINOPHILS_PATHWAY",-1.20393725860712,-0.101956059590115,0.0864594054020165,0.354137672413595,0.195821530010793,1.32928797102538,0.269332606717867,-0.140413583071216,-0.206566864155815,0.196442704241284,0.0488010959638752,-0.0463662432500422,2.28650080846092,1.89222218676089,-0.518952420725212,-0.0290118271854585
"BIOCARTA_ERBB3_PATHWAY",-0.97470935303154,-1.12998487147962,-1.16007502602231,-0.59065149057808,-0.596069501874681,-0.6068610801065,-0.659691237538554,-0.666421077851322,-0.664811249949033,-0.455455620296616,-0.609606725398921,-0.126692172676595,0.489641277703641,0.463654202037066,-0.0193962170494721,0.354978211277882
"BIOCARTA_ERBB4_PATHWAY",-0.536073477547028,-0.762717852612076,-0.990036776370963,-0.226828875131341,-0.651107218169208,-0.87670817993105,-0.677780700337475,-0.296892555569137,-0.446070554720913,-0.849373309151141,-0.780471521761077,-0.180231696747905,-0.522074483037327,-0.489079483454714,-0.320692057842368,0.384079073639118
"BIOCARTA_FLUMAZENIL_PATHWAY",0.311176130482813,-0.583637743820049,-0.880901629136538,-0.306609415280508,-0.677874840140875,-1.28698779295547,-0.723805656341793,-0.0870153005300573,-0.289947421968573,-0.826573497820091,-0.59410837856205,-0.24865673706708,-1.08405641047998,-0.96140550251829,-0.097170925339201,0.253959190250824
"BIOCARTA_FOSB_PATHWAY",-0.528958066854799,-0.327776216454181,-0.724598255368061,-0.0378166228941996,-0.642143497691944,-0.524309000591925,-0.442424403203445,-0.130617220212828,-0.365272529392677,-0.857861660725671,-0.720556912023193,-0.0193044089429968,0.250917953327327,0.16859759903414,-0.357694217840207,0.33341895306808
"BIOCARTA_GABA_PATHWAY",0.0536409802654436,-0.724043617279792,-0.973936194762378,-0.372475250238276,-0.82858807250503,-1.36391386719215,-0.897055616445001,-0.288817457366988,-0.523225334830373,-0.979587281393289,-0.71757494047378,-0.218032324400681,-0.590223422548398,-0.811859595674548,-0.123625112939196,0.381727300862551
"BIOCARTA_GRANULOCYTES_PATHWAY",-1.1445318798681,-0.144989242717298,0.197518915181595,0.469021460695978,0.356984120400468,1.50235788758159,0.264381694503315,-0.138751721985714,-0.165459694191622,0.184375215684979,0.00828125738892949,0.186359736053335,1.69088172423346,2.06297151036139,-0.354163383317542,-0.0278989386480464
"BIOCARTA_IL17_PATHWAY",-1.05804272617797,-0.0929956679667274,0.242885717848577,0.0195117788493029,-0.0794039191886413,0.409745784072002,0.116538960950604,-0.189443079391616,-0.1920887448839,-0.135849565528927,-0.0821850142956411,0.0610198525240855,1.44031148495636,1.69851039374153,-0.0296310457250253,-0.106000927722507
"BIOCARTA_ION_PATHWAY",-0.454185919141008,-0.875709262571124,-0.965746376654478,-0.363101866765308,-0.819530996182666,-0.717749272132927,-0.774560096161643,-0.362215726781611,-0.475497586566585,-0.922811797691378,-0.682910411859601,-0.115310231322009,0.0136795761745221,0.324298805760773,0.0513860818407732,0.359148368560152
"BIOCARTA_LYMPHOCYTE_PATHWAY",-1.2723099513139,-0.0420640056648169,0.414820918778408,0.525684567207991,0.343646842544738,1.6990772115719,0.354276235489788,-0.200448084494502,-0.198131209553,0.174188180496242,-0.040007745485636,0.070861166829709,1.85289200975056,2.37988061531389,-0.312385496655142,0.0205014654285778
"BIOCARTA_LYM_PATHWAY",-1.1646367924757,-0.17636280998287,0.139767298711126,0.322065274377239,0.273396016944605,1.32023068075199,0.200375899089932,-0.225358151168431,-0.257169474188816,0.138124846736734,-0.0121968206568264,0.187822650049877,1.65626319984356,2.00174319526464,-0.253330764001272,-0.00180713625129769
"BIOCARTA_MONOCYTE_PATHWAY",-1.04016854004886,-0.0423305111230654,0.362968109428176,0.660542455231909,0.506798278245574,1.8924657672071,0.417286471917458,-0.12333116067055,-0.112185904587745,0.322898086263412,-0.00962792591425554,0.0964109650665836,1.80653719575439,2.29736925585068,-0.346545081255381,-0.00881056221646404
"BIOCARTA_NEUTROPHIL_PATHWAY",-1.30958977400606,-0.0737722198445407,0.339662295731071,0.555181713951072,0.381199376236664,1.90685157423957,0.326324030381267,-0.177389361246104,-0.190651601497834,0.169998568828801,-0.0688571888158513,0.0626975670825773,1.94626387001279,2.50568169007672,-0.415143997688621,0.0238797499235774
"BIOCARTA_NKT_PATHWAY",-1.12787093268121,-0.0507265818057436,0.0703441602599852,0.191084896673924,0.0689508362319282,0.913729521249075,0.214653784714976,-0.113102949023485,-0.108499165284917,-0.00189683363334225,-0.150656148182545,0.0354409385889101,1.52908699692371,1.78075036537745,-0.0887478165356597,-0.00313389659600727
"BIOCARTA_NO2IL12_PATHWAY",-0.875316567473335,0.120918138113547,0.564037491928479,0.276236096171768,0.0645110317642983,0.729848870610806,0.415994900050459,-0.0148797204728162,0.0335025268216818,-0.102212560671529,-0.0714269019006304,-0.0977573666168561,1.16437044963943,1.54946757232382,-0.287735949118743,-0.146473237247116
"BIOCARTA_NOS1_PATHWAY",-0.0769742862611293,-0.401442287616161,-0.636412320966034,-0.0601780681408028,-0.452254828201486,-0.468346996825911,-0.458102110211426,-0.0833825770831851,-0.220258652417963,-0.604309997313577,-0.49355799238608,-0.138077085193787,-0.419264514780723,-0.489432229392226,-0.229963453680562,0.221748301917459
"BIOCARTA_P35ALZHEIMERS_PATHWAY",0.0603678739406543,-0.480783998591193,-0.681289072486051,-0.203308053043878,-0.307790739450868,-0.265988081303239,-0.537267789363087,-0.172308881482658,-0.344373018154418,-0.30922386192911,-0.310720971333855,0.0991404510653684,0.110594477933756,0.126887126309088,0.317535125828464,0.124012898978592
"BIOCARTA_PARKIN_PATHWAY",-0.111009859265711,-0.548895725434058,-0.571692323790995,-0.234592552081238,-0.410909330683395,-0.28621551395636,-0.578329171907808,-0.280420674422399,-0.458158197496166,-0.498108298443174,-0.383723142433841,-0.0531863952616076,-0.527844863386285,-0.583839352820009,0.0407285658113636,0.257214816093277
"BIOCARTA_PDZS_PATHWAY",-0.0404790493442473,-0.963281407144398,-1.2025494509947,-0.445325190530433,-0.7086739162097,-1.10073570512694,-0.838458853669867,-0.282644589009552,-0.441382596852494,-0.582232834473056,-0.640977301917539,-0.0126498262746377,-0.725551157029916,-0.689753503389937,-0.361664787239677,0.411859347700461
"BIOCARTA_PELP1_PATHWAY",0.131550289066804,-0.456669491173357,-0.619833925457331,0.14719536794023,-0.290066714643849,-0.0454089034122225,-0.47327674178825,-0.11849108079107,-0.301310096529231,-0.319660887991384,-0.407317995700604,0.15786502712759,0.230990054938781,0.092154859143629,0.0188203852369133,0.154094411134491
"BIOCARTA_PLATELETAPP_PATHWAY",-0.674621800664145,-1.13447154983096,-1.26143271786491,-0.182240926293793,0.00831728565382228,0.397754325893144,-0.435637774834996,-0.408694786808876,-0.420346670103973,0.215973696494737,-0.433434905088453,0.280195866592444,1.18827745216435,1.24333817294395,0.284075297638534,0.318034830312853
"BIOCARTA_PLCD_PATHWAY",-0.593351998861844,-0.991896065938589,-0.996828277671436,-0.432428961438653,-0.78360541333603,-0.633649055532707,-0.848933498486988,-0.388067355492121,-0.577931299799909,-0.755057394360462,-0.548070527952201,0.0405324209543299,0.159438113590721,0.542640432473913,-0.246488616905632,0.341983532589215
"BIOCARTA_PRION_PATHWAY",-0.505032381808888,-0.56415517588874,-0.74473978392213,-0.184541044078569,-0.375353227690501,-0.259219982277122,-0.476784888096082,-0.176471758987137,-0.345823189678521,-0.330440120109253,-0.497968645589483,-0.0109524628266673,-0.558862560112512,-0.384618144032332,-0.0153432558177862,0.296155343855703
"BIOCARTA_RACC_PATHWAY",0.0937390456970135,-0.7838115981453,-1.18799864575669,-0.0784709026393009,-0.552215762373356,-1.00991920229389,-0.632818919459424,-0.059374318377162,-0.309065300296746,-0.820983077519865,-0.792207022825464,-0.118071608262028,-0.160004871036572,-0.0593992732507322,-0.192261598674623,0.30803166171173
"BIOCARTA_REELIN_PATHWAY",-0.0272140516671895,-0.574815429106429,-0.774588430019984,0.0119503908122205,-0.0584825109986564,0.00128393552601658,-0.206346271583249,-0.131738227941955,-0.258058496136769,-0.214259796070612,-0.539406887187546,-0.124961013522177,-0.548369540694731,-0.577959252295388,-0.134316419025884,0.21644435767408
"BIOCARTA_RHODOPSIN_PATHWAY",-2.10438666703085,-2.24797609209127,-2.33106773932797,-2.16123451685695,-2.22062241361476,-2.24685182070322,-2.27191050152212,-2.08578744813196,-1.81327154748596,-2.29469759020673,-1.89052366843658,-0.248001340203036,-2.40635689501419,-2.29666295984749,-0.307286572410884,1.61618894755506
"BIOCARTA_TCAPOPTOSIS_PATHWAY",-1.15871166850925,0.303451837522688,0.835895846512508,0.423813331640781,0.11791504183129,1.0710466454891,0.628365449061905,0.0138004619098866,0.0701430824374314,-0.106534758552263,-0.0926834884336984,-0.2312248855506,1.47225614543292,1.8729679045296,-0.333894289354139,-0.155243897554854
"BIOCARTA_TCRA_PATHWAY",-1.15473164631274,0.109437648299086,0.381433158795512,0.390703928726651,0.182918445737773,1.17774258514301,0.456013423941327,-0.0749938953054574,-0.0893506827441204,0.0910365210286335,0.0331410784637258,-0.132713380842102,2.00309318073613,1.82032496441573,-0.476860530391398,-0.0814981202163265
"BIOCARTA_TCYTOTOXIC_PATHWAY",-1.22702118917981,0.212083671533172,0.665137459841227,0.582867470301081,0.304581140354919,1.33379059974569,0.705694698896187,0.0546269747223169,0.0729243363223846,-0.0553946290180773,-0.162416942451223,-0.110366384661676,1.73682285949672,2.23121735159554,-0.341208482979495,-0.149703963435762
"BIOCARTA_THELPER_PATHWAY",-1.29304132677214,0.22072352393732,0.67660007730235,0.586487282095872,0.261980515594754,1.37296097780796,0.702168466720323,0.0227212866809174,0.0470295164592605,-0.0788108632676554,-0.174550437901339,-0.134051830130211,1.77278276703652,2.2830898814139,-0.358436083569135,-0.125627829784386
"BIOCARTA_TUBBY_PATHWAY",0.0882879780043107,-0.727146055593503,-0.901725038262509,0.139387466097172,-0.19801498292928,-0.744622596264253,-0.336809575829983,0.0604965402396278,-0.179599574100776,-0.477822363925505,-0.605163394070312,-0.152107138341046,-0.939657934443378,-0.822449987534332,-0.13198752257255,0.168380372030721
"BIOCARTA_VITCB_PATHWAY",-0.836574076648506,-1.21243832752137,-1.33451055391633,-0.578066809549638,-0.554843844390287,-0.44125424123926,-0.866807143885961,-0.714473383830217,-0.692944006391661,-0.372578920129817,-0.640391251766437,0.0522925796914517,0.90423327646747,0.883320498671598,0.238844908213984,0.506314927554656
"BIOCARTA_VOBESITY_PATHWAY",0.0634881891112329,0.226832347862557,0.25131734992704,1.92583425550185,2.14901196930929,3.14509094799119,1.54603850367807,0.733458895310322,0.795413422743256,1.64416230528431,0.000985519193957174,0.0987246393097285,0.0652347709481536,0.211946892411667,-0.521711902982977,-0.256819747266581
"BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN",-0.328763072428383,-0.50246830634361,-0.711815354234749,-0.122956351431303,-0.154318477842363,0.231318555403535,-0.346522496457321,-0.116354138003975,-0.259148133758168,-0.180429724027139,-0.301681968273907,0.13539010264454,0.661506602202807,0.503731723632268,0.125627089644905,0.128857187909567
"BROWNE_HCMV_INFECTION_1HR_UP",-0.27746128928218,-0.692616006226932,-0.854238250516428,-0.228808132311707,-0.381635298134616,-0.313902125815319,-0.514027449805445,-0.279750276626139,-0.433940727311509,-0.348679554076353,-0.462968663735373,0.0873998827930498,-0.021234416280679,0.134110669407209,0.0128249891047361,0.235676988222973
"BRUNEAU_HEART_GREAT_VESSELS_AND_VALVULOGENESIS",-0.535238611624252,-0.796408527357131,-0.896841076586642,-0.217672354452942,-0.30433049841165,-0.0419006676253186,-0.479943180316519,-0.507738342627579,-0.592153360312927,-0.252556595273586,-0.601604202296897,-0.0280774798467371,-0.430371386827267,-0.254247758045648,0.139691085113749,0.346105841494212
"CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_UP",-1.10210439348744,-1.18156877129433,-1.4181687201808,-0.635186019999902,-0.669361491053019,-0.838223836725637,-1.03499444219374,-0.681815406888107,-0.696439115378391,-0.47401522087008,-0.793751640699881,-0.0298383992305338,-0.280024718174079,-0.318806196893586,0.0783561817829552,0.539445221945893
"CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_DN",-0.389646691449536,-0.760869912389338,-1.00086003488,-0.251054796131534,-0.290582039534672,-0.0983556404749661,-0.66364843357016,-0.341529825428254,-0.441792228966298,-0.0529463640700385,-0.467112209084789,0.25263944481991,-0.0390977989406283,0.200646872278445,0.182502560707973,0.306884146699889
"CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY",-0.253703676167414,-0.595093145013891,-0.766505572486811,-0.29154119404028,-0.541681167669009,-0.464800025768797,-0.619959921122615,-0.262996654799607,-0.424868096334213,-0.519885410743341,-0.445792092528154,0.0795207123070538,0.0692071040540538,0.146714229255681,-0.0805191281343092,0.224558842808404
"CERVERA_SDHB_TARGETS_1_DN",-0.31237057351344,-0.56596155818511,-0.757180228901979,-0.0982682428006614,-0.209098337004336,-0.102893342001643,-0.349859843559255,-0.126329869441244,-0.206273964405153,-0.22942294453033,-0.400352374918049,-0.00486667540415731,-0.3241272226337,-0.408817715590167,-0.0471152972503823,0.226836213455433
"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN",-0.738489163888646,-0.995293971806268,-0.985125521632441,-0.983168093038385,-1.01543476810455,-1.26733493797587,-0.990041897256768,-0.801653708552713,-0.612000767738998,-0.565212349189563,-0.499660615202346,0.0498653155184021,-1.10679613516908,-0.969710417077611,-0.341638603439218,0.621744316234758
"CHEN_HOXA5_TARGETS_6HR_DN",-0.150676416704076,0.0800317297425943,0.160093864646347,0.00534801340409796,-0.278788733989405,0.00555069100215633,-0.179004764281157,0.0481877705503155,-0.0968513648882707,-0.109687123117015,0.124705711664195,0.208561175126598,-0.351708591670866,-0.163395203331173,0.288925715460345,-0.0349030382387046
"CHESLER_BRAIN_D6MIT150_QTL_CIS",-1.1454521810157,-1.89983428369483,-2.01522623100354,-0.807022165532959,-0.958673410623754,-0.887331601857817,-1.22742212317764,-1.08903096273191,-1.05188713528461,-1.06127760175815,-1.44012518886023,-0.028687081543409,-0.388083780928999,-0.315441618522192,-0.425507465708665,0.984154626444407
"CHESLER_BRAIN_D6MIT150_QTL_TRANS",-0.223480792462312,-1.26691299542089,-1.63214152638879,-0.589257505180933,-0.953486679303312,-1.46415923796962,-1.08070693964346,-0.638154631762152,-0.794886999650235,-1.25131833032762,-1.18160781221028,-0.224465649172799,-0.349040297696591,-0.639176613700414,0.0406688414446874,0.607260234478543
"CHESLER_BRAIN_HIGHEST_EXPRESSION",-0.191649242190275,-0.469897287562451,-0.645071966421813,-0.239883097882569,-0.436034582517206,-0.537336980599507,-0.515912021751933,-0.204617506583017,-0.29654655925007,-0.460548652886584,-0.412407401419726,-0.0560004329112429,-0.248710520510328,-0.273754987944375,-0.108198880730225,0.235357955034124
"CHOI_ATL_ACUTE_STAGE",-0.431324220504038,-1.45748643885836,-1.61356335098527,-0.663179016924079,-0.779208627946927,-0.940643759233613,-1.03569234013395,-0.682900542766127,-0.699446371388367,-0.689430425147234,-0.844675091188765,0.120794468379125,0.427025472719923,0.410609557212897,0.10364689635608,0.535996376544042
"CLIMENT_BREAST_CANCER_COPY_NUMBER_UP",-0.388221190229003,-0.915299901435706,-1.12273608424787,-0.358963193031715,-0.449161843812286,-0.250593506485562,-0.696355808380049,-0.364286213848518,-0.512016607974782,-0.315567999521456,-0.478321572321346,0.134857140232256,0.251766147409977,0.286504634684666,0.196418077252874,0.236946898108793
"COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP",-0.411415597497687,-0.877557780943629,-1.12539901248534,-0.205314559758751,-0.325746808104797,-0.0283981321749964,-0.564948607957303,-0.339693712819189,-0.44155317643304,-0.396225911795298,-0.644167473543755,-0.0686194061356096,-0.64837702565869,-0.459532772198538,-0.313430231467017,0.348120773367765
"CONRAD_STEM_CELL",-0.337633225245521,-0.522762256953828,-0.66731245789793,-0.382379597861418,-0.325186145615619,-0.405948750622572,-0.489956443185809,-0.285475826303208,-0.371815365743681,-0.258735155530956,-0.208507457512674,0.0131664947898753,0.249806204583308,0.293841240961519,0.272596472719725,0.135810368657941
"DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP",-0.416955269698127,-0.665555162916916,-0.958427728257124,-0.219769490403377,-0.316738155605866,-0.0615691619970162,-0.630787397780313,-0.31219461988196,-0.446978081717367,-0.333354556881895,-0.468582966471142,0.169367667571301,0.0259587279244649,0.234042631336489,0.277567128429646,0.255720242406201
"DASU_IL6_SIGNALING_DN",-0.614495046662807,-1.20174211144642,-1.26250127892716,-0.711931939500542,-0.805098090456398,-0.452271669015779,-1.0231217394812,-0.747545992836253,-0.811438430348463,-0.285499443628288,-0.450353058105816,0.239507248177569,0.477489203393583,0.242275834767801,0.232011469951916,0.527723519173802
"DASU_IL6_SIGNALING_SCAR_DN",-0.698271639318148,-0.640638186209792,-0.789039161811536,-0.292414620459398,-0.257291281792271,0.282349643709886,-0.500318360178209,-0.410381248974367,-0.540529292130328,-0.0568531124130347,-0.300456674147942,0.189763948417302,0.569467363371059,0.54144931247659,0.0623736650710551,0.268605615943305
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP",-0.420176359926265,-0.635629905881133,-0.88151659254315,-0.157407031894022,-0.276062308448837,-0.146543042237018,-0.482792810511794,-0.283909046455884,-0.386180805326867,-0.245542581246232,-0.459940696895788,0.0435949422194559,0.144114890952422,0.219218973311235,-0.0540590570071622,0.245700280477902
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN",-0.304411880733307,-0.693870984547831,-0.811236038162216,-0.250242632388651,-0.37591622947927,-0.476421841036323,-0.520102321299177,-0.251157731231962,-0.313871352662269,-0.271540197587099,-0.357790038190575,0.0866466482689745,0.20343375461507,0.255492328490175,-0.197237583535424,0.237168096642137
"DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP",-0.7358319903851,-1.21192553132961,-1.2781128123833,-0.408174644779259,-0.407209972886126,0.100485790461899,-0.753754198477594,-0.797532979912126,-0.690606242104352,-0.318542137361058,-0.768014184914412,0.125544440687509,0.0775230316018565,0.331494617124508,-0.146208864897548,0.574855684606943
"DAWSON_METHYLATED_IN_LYMPHOMA_TCL1",-0.354735483665038,-0.949435673509381,-1.2199271567771,-0.226938582638673,-0.334214943727167,-0.37082867393338,-0.602871305768509,-0.395795761379463,-0.435003014327784,-0.371105598327206,-0.705666415971391,0.0172739244859823,0.03199768050799,0.0174967398070764,-0.109198905602241,0.388854772985002
"DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4",0.647655833159572,-0.147952776623097,0.0317529899614475,0.213386830506002,0.492851401974558,0.755069034366472,0.163895542719703,0.318655452545743,0.37255972097479,1.57800549838366,0.823048786973858,0.594118387373491,-0.742784439285434,-0.582106846413268,-0.15708699182317,-0.201723864780567
